Gene	Bcells	CAFs	CD4_Tcells	CD8_Tcells	Endothelial	Macrophages	NKcells	Bcells.var	CAFs.var	CD4_Tcells.var	CD8_Tcells.var	Endothelial.var	Macrophages.var	NKcells.var
GABRA2	0.28304	0	0.35079	0.81616	0.47546	0.12915	0.063874	1.582	0	2.6232	7.1416	1.5769	0.67558	0.35563
GABRA3	0.08661	0	0.12097	0.057837	0	0.016707	0	0.52125	0	1.2357	0.42169	0	0.13361	0
GABRA4	0	0	0.38649	0.4949	0	0.0078048	3.5672	0	0	3.3332	5.0085	0	0.070676	19.861
GABRA5	0	0	0	0.013792	0	0	0	0	0	0	0.23754	0	0	0
GABRA6	0.92077	0	0.14176	0.035629	0	0	0	7.2502	0	1.8209	0.74364	0	0	0
GABRB1	0	0	0.040545	0.18202	0	0	0	0	0	0.52082	4.1597	0	0	0
GABRB2	1.0925	0.097503	0.22219	0.39299	0	0	0	5.5808	0.27578	2.8105	3.0245	0	0	0
GABRB3	0.4129	0	0.50636	0.72977	0	0.79218	0	3.2511	0	4.4174	13.424	0	7.0681	0
GABRD	0	0	0	0.069744	0	0	0	0	0	0	1.1291	0	0	0
GABRE	0	25.921	1.206	0.67025	33.206	0.88304	0	0	64.696	11.059	9.8052	90.201	7.9963	0
GABRG1	0	0	0.11916	0.57976	0	0	0	0	0	1.0649	8.3996	0	0	0
GABRG2	0.053382	0	0.15964	1.1293	0	0.0036585	1.0807	0.30512	0	1.5311	14.695	0	0.033129	6.0169
GABRG3	0	0	2.2443	0.24098	0	0	0	0	0	28.829	5.7229	0	0	0
GABRP	0	3.2238	0.24849	0.0272	4.4426	1.0379	0	0	9.1184	3.1919	0.33456	14.735	9.3988	0
GABRQ	0	0	0	0.35343	0	0	0	0	0	0	6.7182	0	0	0
GABRR1	0.76481	0	0.060724	0.52499	0	0.0095122	0	4.7582	0	0.78001	10.744	0	0.086136	0
GABRR2	0.57674	0	0.64466	0.028825	0	0.10268	0	4.5413	0	7.2777	0.59919	0	0.92981	0
GABRR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAD1	0	0	0	0.0014473	0	0	0	0	0	0	0.035036	0	0	0
GAD2	0	0	0.02994	0	0	0	0	0	0	0.38458	0	0	0	0
GADD45A	7.4071	2.2025	18.691	6.9428	63.785	6.2636	0.8555	43.198	4.3441	89.415	47.63	78.207	23.035	4.7632
GADD45B	23.143	391.71	56.134	26.909	265.37	334.06	67.087	143.94	567.49	262.77	152.6	273.4	486.22	156.84
GADD45G	0	0	0	4.4999	15.567	0.79523	0	0	0	0	55.653	51.629	6.8971	0
GADD45GIP1	140.35	41.062	78.871	76.9	33.469	94.234	170.57	324.39	57.369	252.25	221.41	101.8	160.29	369.76
GADL1	0.05774	0	0.11569	0.18682	0	0.022317	1.0084	0.28971	0	0.99769	1.7213	0	0.20209	5.4408
GAGE1	0.17757	0.24625	0.90987	0.61335	0.33637	0.13488	0.46582	0.67416	0.69649	3.1216	3.168	1.1156	0.46846	1.427
GAGE10	0	0	0	0	0	0.092563	0	0	0	0	0	0	0.83819	0
GAGE12B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12C	0	0	0.16521	0	0	0	0	0	0	2.1221	0	0	0	0
GAGE12D	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12E	0	0	0.16521	0	0	0	0	0	0	2.1221	0	0	0	0
GAGE12F	3.5899	0	0.81479	0.50943	0	0	0	24.902	0	10.466	8.8487	0	0	0
GAGE12G	0	0	0.1377	0	0	0	0	0	0	1.7688	0	0	0	0
GAGE12H	0	0	0.11013	0	0	0	0	0	0	1.4146	0	0	0	0
GAGE12I	0	0	0.39953	0.29096	0	0	0	0	0	5.1321	6.19	0	0	0
GAGE12J	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2A	0	0	12.731	0	0	0	0	0	0	163.53	0	0	0	0
GAGE2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2D	0	0	0.40382	0.061843	0	0	0	0	0	5.1871	1.4971	0	0	0
GAGE2E	0	0	0	0.26152	0	0	0	0	0	0	6.3307	0	0	0
GAGE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE7	0	0	0	1.8233	0	2.7914	0	0	0	0	42.29	0	25.277	0
GAGE8	0	0	0	0.26152	0	0	0	0	0	0	6.3307	0	0	0
GAK	24.909	30.021	55.392	45.062	105.51	28.197	74.79	80.614	55.979	119.43	108.31	113.74	64.486	157.57
GAL	0	0	0.56879	0	0	12.268	0	0	0	7.3062	0	0	111.09	0
GAL3ST1	0	0	0.13437	0.077837	0	0.12962	0.073549	0	0	1.0063	0.82029	0	1.1738	0.4095
GAL3ST2	0	0	0	0.014423	0	0	0	0	0	0	0.25671	0	0	0
GAL3ST3	0	0	0	0.10608	0	0.027561	0	0	0	0	1.6871	0	0.24957	0
GAL3ST4	2.6295	65.46	6.1185	4.4396	1.1718	44.115	2.4917	4.8182	130.55	28.3	8.1085	3.8865	102.99	5.0417
GALC	1.7734	5.3575	8.4187	18.973	16.301	66.377	3.0823	7.9579	8.2226	47.395	99.735	43.266	117.72	12.685
GALE	1.0385	0	17.868	13.682	80.515	28.803	59.635	8.1774	0	115.69	83.128	136.16	107.45	186.16
GALK1	41.42	84.154	20.457	57.164	4.8319	57.505	30.571	144.7	90.355	113.27	251.13	16.026	163.64	132.72
GALK2	6.169	11.93	34.749	23.133	9.9941	8.0514	0.47713	24.948	28.694	125.16	83.71	22.589	49.059	2.6565
GALM	20.347	53.274	137.26	157.43	5.0436	68.302	15.183	50.209	125.21	250.01	297.85	8.8835	106.62	23.874
GALNS	4.0329	4.11	31.267	32.53	10.466	17.296	22.57	22.615	10.636	204.43	127.12	22.188	45.68	96.448
GALNT1	7.0114	20.197	11.079	20.192	11.404	7.1831	89.909	34.248	21.58	47.549	71.648	25.539	19.523	210.45
GALNT10	6.1681	17.758	10.857	4.9731	3.6363	3.3603	3.9342	31.47	31.126	59.028	27.956	12.06	17.471	18.506
GALNT11	24.226	15.261	22.224	38.561	28.453	27.968	12.907	152.99	26.673	111.42	149.14	71.875	72.568	63.41
GALNT12	0	0.96	3.3763	2.8641	0	0.16805	0.21162	0	2.7153	30.469	42.462	0	1.3603	1.1782
GALNT13	0.065479	0	0.51866	0.57482	0	0.013781	0.01129	0.36338	0	6.3879	8.027	0	0.088704	0.062863
GALNT14	0.96552	0	0.047635	0.010954	0	0	0	7.6025	0	0.61188	0.16121	0	0	0
GALNT15	1.5164	79.587	4.4766	3.8696	9.1338	1.1732	2.8072	2.5634	143.31	12.437	6.3313	19.363	1.9471	3.9756
GALNT16	0	27.317	0.072727	0.013889	0	0.0048781	0	0	55.442	0.68214	0.21176	0	0.044173	0
GALNT18	0	29.479	0.038424	0.14016	145.58	0	0	0	83.379	0.4575	1.8713	180.7	0	0
GALNT2	10.98	60.46	11.441	23.452	13.396	12.63	37.457	37.128	62.501	51.366	72.509	25.558	28.125	88.482
GALNT3	1.8521	0	0.62097	3.0917	0	1.4807	27.359	11.103	0	6.0325	25.735	0	10.076	82.563
GALNT4	1.7958	0	7.0214	1.719	3.7553	4.6765	14.939	14.14	0	44.182	17.72	12.455	21.32	83.174
GALNT5	0	20.121	0.013152	0.035633	0	0	3.0768	0	37.943	0.16894	0.86258	0	0	17.131
GALNT6	12.713	1.1062	15.627	17.135	6.6101	19.118	71.294	41.965	1.2088	47.395	59.264	9.4783	42.818	160.53
GALNT7	9.4339	1.2637	16.304	14.098	2.0037	8.9778	12.27	66.441	3.5743	83.579	77.439	6.6454	37.328	59.36
GALNT8	0	0	0	0.44164	8.8025	0	0	0	0	0	7.2441	29.195	0	0
GALNT9	0	0	0.081635	0.14846	0	0	2.6958	0	0	1.0486	2.3036	0	0	15.01
GALNTL5	0	0	0	0.061853	0	0	0	0	0	0	1.1415	0	0	0
GALNTL6	0.077899	0	0.031212	0.26919	0	0.05378	0	0.61337	0	0.40093	5.5456	0	0.487	0
GALP	0	0	2.9907	0	0	0	0	0	0	38.416	0	0	0	0
GALR1	0	0	0.089152	0.0056838	0	0	0	0	0	1.1452	0.10904	0	0	0
GALR2	0	0	0.75719	4.4083	0	0.75528	0	0	0	9.7263	46.229	0	6.8393	0
GALR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALT	40.298	9.905	56.911	54.044	15.341	36.106	50.051	111.47	16.744	153.52	164.29	43.182	99.788	188.49
GAMT	9.7658	50.151	19.353	25.818	3.4646	14.93	4.8327	22.829	119.93	85.461	105.84	11.491	91.84	8.7101
GAN	0	0	3.7176	3.3675	0	0.17792	1.2568	0	0	23.183	29.764	0	1.2373	6.9976
GANAB	109.68	159.37	67.15	92.989	110.82	77.519	129.89	200.29	161.06	151.1	172.84	174.13	126.81	241.63
GANC	34.583	10.721	10.148	9.012	1.1882	6.2874	0	89.245	19.204	41.709	37.585	3.9407	17.248	0
GAP43	17.42	75.598	0	0.0017657	0	0	0	127.75	213.82	0	0.042744	0	0	0
GAPDH	2209	3728.1	3180.6	4243.1	3761	5002.4	2273.1	2838.3	2259.6	2713.6	3671	1824.9	3798.1	1790
GAPDHS	2.5479	6.1511	1.3259	1.591	11.632	0.20243	0	14.838	17.398	13.069	18.134	38.579	1.8331	0
GAPT	49.533	0	1.0761	1.4022	0	31.001	0.34194	127.15	0	3.265	6.4556	0	82.373	1.1183
GAPVD1	10.957	18.783	23.743	31.218	37.65	14.922	29.429	34.655	25.662	66.288	86.691	43.435	42.311	63.641
GAR1	6.8527	11.278	21.49	21.597	19.021	6.7644	7.046	28.219	21.532	94.474	108.03	47.765	22.831	39.23
GAREM	0	0.20375	0.49564	0.87901	0	1.2568	0.96257	0	0.57629	4.5445	9.5095	0	7.3942	5.3594
GAREML	3.8071	1.2175	5.6384	5.9987	1.4064	2.3649	10.491	14.175	2.1272	22.471	28.386	2.0724	7.2909	45.251
GARNL3	3.6525	16.307	0.0088487	0.32123	0	0.42255	0	14.062	43.098	0.11366	3.6003	0	2.8654	0
GARS	85.557	131.18	45.793	58.997	37.131	21.473	114.73	221.12	164.44	148.64	174.37	63.827	61.908	221.2
GART	46.114	33.836	66.534	42.624	27.246	19.761	85.395	129.66	33.634	249.98	134.71	54.597	50.628	300.2
GAS1	0	23.621	0	0.42289	0	0	0	0	29.852	0	6.2313	0	0	0
GAS2	0	0	0.19655	1.2502	0	0	0	0	0	1.5043	11.71	0	0	0
GAS2L1	0	3.8226	0	0.10561	11.854	2.1407	0	0	10.812	0	2.3185	28.952	13.922	0
GAS2L2	0	0	0.20643	0.066778	0	0	0	0	0	2.6517	1.1491	0	0	0
GAS2L3	0	8.1849	1.8118	1.4797	0	8.196	0	0	23.15	12.948	22.372	0	30.135	0
GAS5	997.09	458.71	821.72	516.3	463.96	441.28	417.43	1140.8	409.97	957	844.65	465.29	873.38	587.91
GAS5-AS1	0	0	2.0471	2.798	20.943	0.26927	0.841	0	0	21.824	31.473	69.46	2.4384	4.6825
GAS6	7.76	55.034	5.0374	0.53966	56.32	40.759	0	39.792	102.29	44.324	6.1082	91.36	126.8	0
GAS6-AS1	0	0	4.4378	2.3178	0	1.6227	0	0	0	38.087	37.868	0	10.265	0
GAS7	0.87657	21.504	2.5492	10.702	0.4491	12.52	32.991	2.0747	20.628	14.497	37.003	1.4895	25.466	96.797
GAS8	0.45593	29.795	5.9502	1.6537	6.9372	1.9254	0	2.7366	49.444	52.977	16.232	23.008	15.088	0
GAST	0	0	0	0.011614	0	0	0	0	0	0	0.28115	0	0	0
GATA1	0	0	0.30466	0.016556	0	0	0	0	0	3.9134	0.40077	0	0	0
GATA2	0	0	0	0.029262	82.219	0	0	0	0	0	0.50046	143.37	0	0
GATA3	0	0	52.032	36.027	0	0	44.98	0	0	116.53	84.159	0	0	128.38
GATA3-AS1	0	0	0	0.047391	0	0	0	0	0	0	0.92479	0	0	0
GATA4	0	0	0.30896	0.10677	0	0.099391	0	0	0	3.1516	2.4766	0	0.90002	0
GATA5	0	0	0	0.0044625	0	0	0	0	0	0	0.10803	0	0	0
GATA6	0.17854	47.346	0	0.22034	0	0	0	1.4058	133.92	0	3.5355	0	0	0
GATAD1	33.789	17.977	28.122	34.494	36.108	15.935	35.405	55.788	16.737	35.46	57.474	53.645	28.351	46.854
GATAD2A	9.0197	16.221	20.665	15.415	8.2334	6.7385	107.21	33.198	13.894	53.947	54.811	20.158	19.913	114.83
GATAD2B	16.859	13.311	14.375	22.229	10.074	4.9681	28.426	40.108	19.541	33.214	49.48	11.692	14.607	53.721
GATC	42.917	10.045	31.473	26.566	20.187	6.131	13.771	189.14	12.348	107.17	86.552	33.809	15.686	34.266
GATM	79.7	0	0.3891	1.9845	0	67.287	0	290.79	0	3.7856	39.452	0	119.96	0
GATM-AS1	63.483	29.104	83.299	114.03	33.924	31.739	74.264	57.226	48.055	152.23	149.82	37.486	32.57	50.637
GATS	5.6841	7.165	4.4929	3.3821	2.7301	0.032804	2.7881	26.952	16.141	35.478	21.144	9.0546	0.29706	9.0992
GATSL1	0.069997	0	0	0.035158	0	0	0	0.55115	0	0	0.57898	0	0	0
GATSL2	0.069997	0	0	0.035158	0	0	0	0.55115	0	0	0.57898	0	0	0
GATSL3	0.046288	0	14.696	23.676	19.179	6.4466	60.836	0.36447	0	136.65	144.55	48.459	30.564	335.44
GBA	29.851	76.263	21.387	35.926	93.222	57.099	23.868	102.23	100.4	93.743	154.53	167.76	98.708	78.737
GBA2	15.62	13.228	20.998	16.619	1.5391	5.0907	36.129	42.706	21.985	104.03	86.213	5.1045	26.757	112.09
GBA3	0.23983	0	0	0	0	0	0	1.8884	0	0	0	0	0	0
GBAP1	2.39	17.808	2.3499	5.29	1.3945	6.8531	20.51	15.713	43.406	16.766	34.629	4.6251	28.131	86.351
GBAS	44.597	43.672	38.974	42.877	8.7164	54.306	114.64	152.35	72.085	137.61	155.46	15.413	100.82	268.98
GBE1	24.506	24.333	2.8811	13.531	5.3137	41.412	14.229	86.281	33.014	25.051	89.098	10.109	175.9	76.638
GBF1	30.004	71.339	32.173	30.421	39.337	10.87	37.629	85.695	94.813	79.033	75.003	57.417	22.805	100.01
GBGT1	1.482	0.78	17.684	1.4114	0	29.276	0	11.669	2.2062	160.15	18.487	0	88.679	0
GBP1	53.018	138.63	193.31	190.55	65.045	326.12	114.44	186.97	251.31	320.78	353.97	83.2	583.6	283.98
GBP1P1	0.63075	25.603	4.1718	5.7051	11.415	4.3732	0.63745	4.9665	67.907	28.806	42.48	37.86	18.053	3.5492
GBP2	38.315	42.695	411.11	485.12	210.78	198.68	176.81	134.56	42.795	666.03	612.99	283.68	281.79	387.54
GBP3	9.0806	8.7112	29.434	38.404	28.293	12.031	2.9976	40.934	17.048	97.443	132	87.471	41.168	11.826
GBP4	32.761	6.199	72.616	139.44	74.714	55.881	37.373	65.757	12	133.65	222.09	107.73	88.184	55.519
GBP5	30.785	5.8661	218.59	379.09	3.8994	150.91	127.46	78.802	14.338	464.09	508.84	12.588	258.84	212.81
GBP6	4.7399	2.5225	5.9917	8.2583	5.4858	3.0087	9.2638	5.7655	6.2186	8.1352	15.798	9.9232	3.4549	9.9986
GBP7	0.097575	0	0.35419	0.91273	0	0.17475	0.077744	0.76831	0	2.3461	3.2287	0	0.91284	0.43286
GBX1	0	0	0	0.0033572	0	0	0	0	0	0	0.08127	0	0	0
GBX2	0	0	0	0.0042818	0	0	0	0	0	0	0.10365	0	0	0
GC	0	0	0.18097	0.20363	0	0.3922	0	0	0	1.1715	2.7581	0	3.5515	0
GCA	21.64	0	8.2271	8.9306	8.9054	82.138	0	72.297	0	54.684	51.788	25.328	170.34	0
GCAT	2.2126	0	9.7509	15.172	30.986	1.2293	1.8155	7.3432	0	72.521	89.245	102.77	5.7575	4.2106
GCC1	30.601	0	13.698	15.805	7.4746	14.619	2.1488	119.02	0	79.358	76.168	24.79	45.461	10.199
GCC2	34.353	6.2601	48.822	52.647	31.707	9.477	26.364	62.107	7.0673	90.97	103.45	91.844	18.11	53.984
GCDH	17.798	0	33.907	53.123	0	13.242	19.595	86.226	0	134.2	177.2	0	47.235	74.788
GCFC2	6.4396	12.871	14.16	15.475	9.772	9.5891	3.1439	29.408	18.253	52.792	70.633	21.326	35.778	7.2225
GCG	0.097737	0	0	0.032016	0	0	0	0.76958	0	0	0.77502	0	0	0
GCGR	0	0	0.087573	0.001485	0	0.045487	0	0	0	1.1249	0.035949	0	0.4119	0
GCH1	15.262	0	29.662	26.801	29.123	35.584	46.494	77.291	0	117.18	100.1	66.851	86.503	116.07
GCHFR	60.133	0	179.04	89.718	0	60.119	43.581	210.23	0	417.83	332.28	0	187.49	242.65
GCK	0	0	0.2108	0.41609	0	0	0	0	0	2.7077	9.6795	0	0	0
GCKR	0	0	0	0.12159	0	0	0	0	0	0	2.1751	0	0	0
GCLC	10.178	0	3.533	4.5552	0	4.4142	1.0494	76.145	0	38.535	37.641	0	15.292	5.8428
GCLM	15.433	7.5677	28.073	26.364	15.51	7.8288	16.437	14.938	10.166	47.201	40.245	14.216	8.2833	14.922
GCM1	2.0746	1.6638	2.457	2.8361	0.62364	1.0255	3.8339	4.7675	4.5465	5.7376	10.11	2.0684	2.3778	11.154
GCM2	0	0	0	0.59987	0	0	0	0	0	0	12.379	0	0	0
GCN1L1	13.178	1.6575	20.503	22.522	11.32	4.4844	3.215	34.759	3.4078	68.698	68.554	32.019	16.802	8.2661
GCNT1	1.66	3.4787	3.9666	16.601	5.7819	15.447	10.334	8.2044	7.7775	20.377	67.105	18.436	36.132	51.783
GCNT2	10.059	0.16375	5.8694	13.984	0.90365	5.348	0.87422	35.809	0.30584	24.307	60.029	2.0188	30.117	1.5512
GCNT3	0	0	0	0.71207	16.108	0	0	0	0	0	13.021	53.423	0	0
GCNT4	0	1.9188	6.6866	0.15834	0.18999	0	0	0	5.4271	65.793	3.833	0.63014	0	0
GCNT7	7.5824	0.54875	1.3409	0.64593	0	0.63844	1.2178	56.549	1.5521	8.2367	4.5528	0	4.5301	6.7803
GCOM1	0	0	0.039758	0.13553	0	0	0.079034	0	0	0.5107	1.9669	0	0	0.44004
GCSAM	23.336	0	10.537	4.1238	0	0.78488	0	99.209	0	67.94	38.654	0	6.5084	0
GCSAML	0.74528	0.17499	1.2754	0.97835	0.41636	2.3405	0.83099	1.9901	0.33255	3.9241	4.478	1.3809	18.289	1.6846
GCSAML-AS1	0.16982	0	0.17163	0.032145	1.6128	0.43402	0	1.3372	0	1.3921	0.23234	5.3492	3.5101	0
GCSH	11.722	27.223	17.813	12.286	8.9655	10.331	0	41.838	25.834	71.883	68.051	29.735	44.869	0
GCSHP3	0	0	0	1.6865	2.2881	0.59789	0	0	0	0	19.779	7.5887	5.332	0
GDA	3.8785	0	1.4115	0.51478	0	0	0	30.539	0	17.048	7.8449	0	0	0
GDAP1	3.6129	5.8375	4.2556	18.45	4.8561	3.889	5.7807	20.381	16.511	33.307	100.97	16.106	18.763	32.185
GDAP1L1	4.0643	0	0.12543	0.094985	0	18.808	0.047743	32.002	0	1.3444	0.70475	0	170.3	0.26582
GDAP2	73.671	44.248	35.557	34.682	6.4121	20.328	43.136	200.94	83.831	138	117.06	16.398	47.889	110.88
GDE1	45.053	38.184	17.917	33.251	31.483	48.577	34.929	180.74	45.793	84.041	121.09	57.401	107.09	112.5
GDEP	0.39096	0	0	0.0023727	0	0	0	3.0784	0	0	0.057438	0	0	0
GDF1	0	0	0	0.08593	0	0	0	0	0	0	1.497	0	0	0
GDF10	0	0	0	0.45642	0	0	0	0	0	0	8.2508	0	0	0
GDF11	4.2684	0	6.3394	6.196	1.2808	2.0454	0.10904	32.699	0	41.314	33.826	4.2481	11.25	0.60709
GDF15	39.932	5.6363	11.885	1.7417	0	26.246	30.258	242.14	15.942	88.995	28.842	0	112.81	168.15
GDF2	0	0	0.79032	0.024913	0	0	0	0	0	10.152	0.60307	0	0	0
GDF3	0	0	0	0.18969	0	0	0	0	0	0	4.5919	0	0	0
GDF5	0	0	0.22516	0.1503	0	0	0	0	0	2.8922	3.2884	0	0	0
GDF6	0	0	0	0.028454	0	0.0030488	0	0	0	0	0.33258	0	0.027608	0
GDF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDF9	0	0	0.42886	1.4813	0	0	0	0	0	3.6892	35.815	0	0	0
GDI1	40.793	40.24	57.05	29.723	35.916	23.711	28.847	92.693	52.491	124.9	71.629	43.042	43.228	106.7
GDI2	522.29	277.8	233.99	204.5	296.83	219.71	189.49	641.8	172.06	340.02	399.47	314.6	225.03	396.55
GDNF	0.97447	0.1025	2.8723	1.4741	0.88273	1.3522	1.1958	1.9947	0.28991	12.395	3.332	2.0689	6.1518	2.0693
GDPD1	32.281	9.9438	45.381	57.625	27.105	18.642	40.008	25.058	12.721	60.357	62.741	23.648	21.085	25.392
GDPD2	0.47788	0.1125	0.22671	0.37332	0	0.16829	0	1.8086	0.3182	1.0541	1.3869	0	0.73884	0
GDPD3	0.54913	0	1.3184	1.855	6.1928	0.14146	0	3.0785	0	12.275	20.604	20.539	0.94358	0
GDPD4	0	0	0.01497	0.064408	0	0.041828	0	0	0	0.19229	0.7802	0	0.37877	0
GDPD5	1.3178	0	7.361	2.1795	2.5846	0.94572	0	9.6821	0	52.319	25.879	6.5291	8.4838	0
GDPGP1	0	0	1.7717	2.4131	0	0.02622	0	0	0	20.733	35.455	0	0.23744	0
GEM	0.26933	73.965	24.508	70.832	0.99633	14.589	4.5072	2.1207	66.097	157.49	277.76	3.3044	131.12	25.095
GEMIN2	10.015	21.217	9.9912	20.27	16.109	34.766	0	60.822	60.01	67.141	102.49	53.428	219.7	0
GEMIN4	30.33	9.5108	4.1656	6.1526	0	9.4102	0.24098	157.18	26.901	44.941	48.348	0	35.063	1.3417
GEMIN5	16.116	8.7648	5.9304	5.1562	20.635	1.859	1.903	66.991	24.349	29.295	34.468	38.886	8.3727	7.8115
GEMIN6	20.495	162.47	44.045	14.835	71.937	21.515	0	117.81	400.71	180.06	136.93	165.69	85.62	0
GEMIN7	39.143	33.568	20.947	27.285	15.268	10.393	78.562	127.03	84.204	90.529	115.33	50.64	36.773	240.99
GEMIN8	42.831	13.719	33.744	45.68	30.916	16.963	42.269	95.011	23.502	57.566	69.235	55.221	27.839	83.276
GEMIN8P4	0	0	1.2762	1.328	0	0.011951	0	0	0	15.457	23.485	0	0.10822	0
GEN1	13.477	1.7888	4.576	3.738	0.7082	1.5272	2.6175	52.533	4.9195	37.781	23.112	1.6373	5.9528	10.917
GET4	25.933	8.7283	31.66	44.364	20.077	14.016	18.494	96.442	24.262	142.06	146.63	60.301	40.5	65.6
GFAP	1.8448	0	0.10006	0.22752	2.2819	0.0090237	0	14.526	0	1.2853	4.5909	7.5683	0.081714	0
GFER	8.0724	0	5.3225	3.6073	0	1.6108	0	27.656	0	33.724	19.064	0	6.1517	0
GFI1	0	0	6.8395	13.574	0.6891	0	5.7589	0	0	39.101	64.254	2.2855	0	22.835
GFI1B	0	0	0	0.038036	0	0	0	0	0	0	0.84804	0	0	0
GFM1	14.14	5.0975	41.838	59.563	2.28	19.238	25.498	50.591	14.245	134.21	167.73	5.896	45.316	83.245
GFM2	14.32	3.3786	29.979	38.33	16.708	12.37	6.9698	56.999	7.041	140.47	147.72	51.452	60.575	38.063
GFOD1	40.544	0	4.2525	92.509	24.675	2.29	55.053	261.23	0	33.746	254.47	63.947	19.658	187.04
GFOD2	41.85	12.431	33.225	41.981	228.68	16.627	63.12	115.09	21.258	83.372	103.61	236.63	56.34	178.2
GFPT1	14.076	23.004	13.764	20.582	3.1647	10.746	12.211	53.785	33.009	41.912	61.741	3.8298	27.98	48.924
GFPT2	0	221.38	0.05903	0.28612	0	1.0117	1.0216	0	350.81	0.75826	3.8566	0	8.7514	5.6882
GFRA1	0	6.955	0.11709	0.18571	0	0.086219	0.012258	0	12.356	0.99211	1.8012	0	0.63983	0.06825
GFRA2	0	0	0.020606	0.00094895	0	2.455	0	0	0	0.26468	0.022972	0	18.119	0
GFRA3	0	0	1.5959	0.2117	0	0	0	0	0	20.499	5.1246	0	0	0
GFRA4	0	0	0.57478	0.61577	0	0	0	0	0	7.3832	14.906	0	0	0
GFRAL	8.0588	3.6326	5.4095	6.4128	0.69364	3.2086	9.1808	18.767	7.8136	12.399	10.5	2.3006	5.9491	19.436
GGA1	87.741	23.143	59.83	81.72	31.014	64.847	67.213	216.06	45.277	163.94	209.58	67.906	107.65	216.21
GGA2	142.71	3.7125	37.69	67.279	36.573	36.74	42.238	251.3	10.344	102.71	140.97	84.833	71.12	102.11
GGA3	66.56	31.675	28.248	30.489	15.787	21.971	29.219	145.57	35.441	87.396	86.717	37.968	42.088	100.05
GGACT	10.037	0	5.4915	4.9366	2.3146	6.4511	7.9061	49.332	0	40.005	40.194	7.6766	35.806	44.02
GGCT	11.682	39.377	33.533	54.853	26.411	39.051	11.269	51.381	67.513	136.3	199.88	36.653	107.83	43.622
GGCX	3.3735	10.87	8.1707	8.2229	7.7783	5.6174	7.043	4.1382	18.7	26.723	32.211	12.151	13.655	11.56
GGH	37.619	23.546	4.0747	6.1282	48.625	9.2425	1.8082	190.47	43.734	30.614	60.919	161.27	39.855	10.068
GGN	0	0	0	0.37372	0	0	0	0	0	0	6.2861	0	0	0
GGNBP1	0	0	0.14103	0.11228	0	0	0	0	0	1.8115	1.3484	0	0	0
GGNBP2	91.811	27.307	87.19	90.944	91.414	46.642	119.66	159.27	29.098	180.21	227.58	105.08	87.656	257.47
GGPS1	46.727	9.1876	50.62	67.897	44.803	29.436	83.342	110.32	14.845	121.06	142.44	52.99	58.077	201.54
GGT1	6.1125	0.3175	37.64	12.024	0	3.1931	0.098711	48.13	0.89804	144.78	70.518	0	20.437	0.5496
GGT3P	0	0	0.1537	0.21697	0	0.12378	0	0	0	1.1729	2.1346	0	0.81637	0
GGT5	0	157.58	0.3103	0.06056	89.175	19.501	0	0	253.47	3.4077	0.93782	287.62	73.627	0
GGT6	11.805	3.1514	14.369	20.087	6.8366	3.6769	12.42	13.934	4.4138	23.377	24.712	13.264	5.5865	13.483
GGT7	6.4358	5.2537	4.8696	9.0051	0	2.5604	0.13291	50.676	9.8803	22.019	35.629	0	12.071	0.74
GGT8P	8.6183	2.2875	11.109	11.955	3.9873	3.4252	6.2085	13.392	5.1437	47.811	48.76	5.6572	11.327	8.5114
GGTA1P	0	13.467	1.1469	0.51893	0	64.477	0	0	38.09	14.732	9.1356	0	150.03	0
GGTLC1	0	0	0.63697	0.13938	0	0	0	0	0	5.6204	2.2649	0	0	0
GGTLC2	0	0	0.70211	0.64888	0	0.65963	0	0	0	6.5447	9.4684	0	4.0132	0
GH1	0	0	4.1237	2.1259	0	0	0	0	0	37.491	46.25	0	0	0
GH2	0	0	1.3427	0.31346	0	0	0	0	0	14.112	4.9976	0	0	0
GHDC	10.398	0.71749	7.4293	5.6285	10.711	8.6283	3.835	40.804	1.4166	35.102	25.618	23.518	27.971	10.96
GHITM	180.85	128.92	194.49	270.8	122.35	155.14	145.23	349.98	97.93	331	410.3	139.98	142.39	287.56
GHR	1.9346	1.6537	2.1277	2.7866	0.24909	0.96133	6.7092	3.0561	4.3138	4.2808	5.6251	0.82615	1.7026	16.251
GHRH	0	0	0.22006	0.28379	0	0	0	0	0	2.8267	4.2746	0	0	0
GHRHR	0	0	0	0.084455	0	0	0	0	0	0	1.6871	0	0	0
GHRL	1.5891	0	2.0601	2.0452	0	15.938	8.4059	12.513	0	12.407	14.587	0	105.93	26.425
